formatted_address,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,reference,types,geometry.location.lat,geometry.location.lng,geometry.viewport.northeast.lat,geometry.viewport.northeast.lng,geometry.viewport.southwest.lat,geometry.viewport.southwest.lng
United States,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,United States,"[{'height': 1536, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103996003334839676331"">neodly</a>'], 'photo_reference': 'ATplDJayZxBGDy3d4ImskHv5ByBKXRuvu-IHlE7QNB6A8SFarhipiK6rckeLtjYD3wVNq_-kQfSp7t9JXOlhD5hrA71qyxP9y2Qks921QExrLXhYcbK5wsN1BWNQ2UQrla3TqRYa4qpOOtwLA_pbrmROACMJYOpM6YcCGmUe5u7-qCHB_d6W', 'width': 2048}]",ChIJCzYy5IS16lQRQrfeQ5K5Oxw,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,"['country', 'political']",37.09024,-95.712891,72.7087158,-66.3193754,15.7760139,-173.2992296
